"","i","j","day_diff","idx_diff"
"12404",159,1,8.00433656078272,158
"12405",159,2,8.58788058028583,157
"12406",159,3,12.2498465272571,156
"12407",159,4,9.67183166707414,155
"12408",159,5,10.7449597187043,154
"12409",159,6,10.0915435407489,153
"12410",159,7,10.4565612389779,152
"12411",159,8,12.3102094266635,151
"12412",159,9,15.0499014223636,150
"12413",159,10,12.3016977693927,149
"12414",159,11,10.1439182540609,148
"12415",159,12,12.4054321474595,147
"12416",159,13,13.3967859219946,146
"12417",159,14,10.274996019398,145
"12418",159,15,9.61838635527001,144
"12419",159,16,10.3624076540529,143
"12420",159,17,11.0944163099972,142
"12421",159,18,10.5348043242237,141
"12422",159,19,9.35460196158254,140
"12423",159,20,9.72243616513933,139
"12424",159,21,14.0423741472944,138
"12425",159,22,13.4681231145623,137
"12426",159,23,13.8419134643691,136
"12427",159,24,11.9834679134245,135
"12428",159,25,8.88138806554281,134
"12429",159,26,12.963749399708,133
"12430",159,27,9.75771782538512,132
"12431",159,28,10.2799379082876,131
"12432",159,29,9.46418222586801,130
"12433",159,30,9.96504389654131,129
"12434",159,31,10.3918269460104,128
"12435",159,32,11.2377543625708,127
"12436",159,33,11.0911276057158,126
"12437",159,34,12.8338724457193,125
"12438",159,35,9.22575547135,124
"12439",159,36,10.9840658779153,123
"12440",159,37,8.1663836771339,122
"12441",159,38,9.49759035870005,121
"12442",159,39,12.8940936167074,120
"12443",159,40,11.8915299238535,119
"12444",159,41,12.6142540146097,118
"12445",159,42,10.2746631239691,117
"12446",159,43,10.1728937218734,116
"12447",159,44,9.88453080863072,115
"12448",159,45,11.1559422673588,114
"12449",159,46,12.4837093033426,113
"12450",159,47,10.1348841687847,112
"12451",159,48,7.30652288075927,111
"12452",159,49,6.20037055036397,110
"12453",159,50,13.7074302581672,109
"12454",159,51,10.5593968128374,108
"12455",159,52,10.214368002866,107
"12456",159,53,10.6807218407956,106
"12457",159,54,10.4502919284488,105
"12458",159,55,9.76903770527975,104
"12459",159,56,10.0288251451103,103
"12460",159,57,9.1215719759648,102
"12461",159,58,7.22391289913363,101
"12462",159,59,9.51091845269339,100
"12463",159,60,9.85485072358389,99
"12464",159,61,10.6194567576261,98
"12465",159,62,12.5655114274669,97
"12466",159,63,9.32342917572661,96
"12467",159,64,8.81205839278851,95
"12468",159,65,11.2931480742276,94
"12469",159,66,11.8216334927139,93
"12470",159,67,9.11283364013807,92
"12471",159,68,9.94483303169913,91
"12472",159,69,11.8787236292045,90
"12473",159,70,8.93866321939493,89
"12474",159,71,8.4114793073494,88
"12475",159,72,8.54569060040115,87
"12476",159,73,7.86625590054983,86
"12477",159,74,8.11256480547656,85
"12478",159,75,8.30351492763138,84
"12479",159,76,6.70690398834272,83
"12480",159,77,5.43490270841657,82
"12481",159,78,9.27523185183338,81
"12482",159,79,9.05406008230383,80
"12483",159,80,8.39398211989099,79
"12484",159,81,6.26661865374191,78
"12485",159,82,9.64753052691244,77
"12486",159,83,10.7370336931063,76
"12487",159,84,10.4442051440634,75
"12488",159,85,10.8246106696351,74
"12489",159,86,9.95386207661325,73
"12490",159,87,11.477266386556,72
"12491",159,88,10.9611746994931,71
"12492",159,89,8.27371025107043,70
"12493",159,90,11.388966419362,69
"12494",159,91,9.90287839787339,68
"12495",159,92,8.31188073036791,67
"12496",159,93,7.73824858586725,66
"12497",159,94,7.82743869865944,65
"12498",159,95,9.24677301420781,64
"12499",159,96,8.69428495732633,63
"12500",159,97,5.67703777338961,62
"12501",159,98,9.76987401802217,61
"12502",159,99,8.62002381577632,60
"12503",159,100,7.05236601142377,59
"12504",159,101,5.95805668192794,58
"12505",159,102,6.74461656471611,57
"12506",159,103,8.31326956522225,56
"12507",159,104,5.58920064712862,55
"12508",159,105,6.56590345124808,54
"12509",159,106,9.80539180063625,53
"12510",159,107,8.12916119928535,52
"12511",159,108,4.86549992161278,51
"12512",159,109,4.79858952717765,50
"12513",159,110,4.31451025879572,49
"12514",159,111,8.75397034564685,48
"12515",159,112,9.00045743872311,47
"12516",159,113,7.93327542585801,46
"12517",159,114,5.10762464242082,45
"12518",159,115,4.38493532867876,44
"12519",159,116,5.55358677706186,43
"12520",159,117,6.41847991306204,42
"12521",159,118,5.55963915010955,41
"12522",159,119,6.53560939045423,40
"12523",159,120,6.75402380203083,39
"12524",159,121,6.2962224342113,38
"12525",159,122,4.78712871732689,37
"12526",159,123,5.76144471383604,36
"12527",159,124,9.00525879030175,35
"12528",159,125,8.32901258765111,34
"12529",159,126,5.90315639186025,33
"12530",159,127,4.6650061656734,32
"12531",159,128,4.57516481848096,31
"12532",159,129,4.32357149549342,30
"12533",159,130,4.80334871493045,29
"12534",159,131,3.81703665049697,28
"12535",159,132,5.15385440481661,27
"12536",159,133,6.31970744352513,26
"12537",159,134,6.07126456797562,25
"12538",159,135,5.2561138099306,24
"12539",159,136,4.38518086467726,23
"12540",159,137,6.63266300248914,22
"12541",159,138,6.06377555861486,21
"12542",159,139,5.61462168538999,20
"12543",159,140,4.33143386983559,19
"12544",159,141,3.00064000845581,18
"12545",159,142,3.71741759850247,17
"12546",159,143,4.95924371460074,16
"12547",159,144,3.88838835202195,15
"12548",159,145,2.71055582082213,14
"12549",159,146,2.47949420510011,13
"12550",159,147,3.16768545855026,12
"12551",159,148,3.97744474407148,11
"12552",159,149,4.31047419252403,10
"12553",159,150,1.49408950573233,9
"12554",159,151,0.463223322145218,8
"12555",159,152,1.39588604424092,7
"12556",159,153,5.63450911062724,6
"12557",159,154,5.80401094691472,5
"12558",159,155,3.64857665619368,4
"12559",159,156,2.19188246523668,3
"12560",159,157,2.21572067283661,2
"12561",159,158,2.09306280184304,1
"12562",160,1,8.73415856803749,159
"12563",160,2,9.31770258754061,158
"12564",160,3,12.2569502326614,157
"12565",160,4,9.97611713819936,156
"12566",160,5,10.7520634241086,155
"12567",160,6,10.4385089103499,154
"12568",160,7,10.4636649443822,153
"12569",160,8,12.3173131320678,152
"12570",160,9,15.0570051277679,151
"12571",160,10,12.308801474797,150
"12572",160,11,11.2136019255124,149
"12573",160,12,12.8322099670472,148
"12574",160,13,13.4038896273989,147
"12575",160,14,10.621961388999,146
"12576",160,15,9.62549006067432,145
"12577",160,16,10.3695113594572,144
"12578",160,17,11.1015200154015,143
"12579",160,18,11.3454689805159,142
"12580",160,19,10.0844239688373,141
"12581",160,20,9.72953987054364,140
"12582",160,21,14.0494778526987,139
"12583",160,22,13.4752268199666,138
"12584",160,23,13.8490171697734,137
"12585",160,24,11.9905716188288,136
"12586",160,25,9.88214794136109,135
"12587",160,26,13.6935714069628,134
"12588",160,27,10.8274014968366,133
"12589",160,28,11.3496215797391,132
"12590",160,29,10.3115226013182,131
"12591",160,30,11.0347275679928,130
"12592",160,31,10.8751448671661,129
"12593",160,32,12.3074380340223,128
"12594",160,33,11.8209496129706,127
"12595",160,34,12.8409761511236,126
"12596",160,35,9.7997417862244,125
"12597",160,36,11.7138878851701,124
"12598",160,37,8.38373549456194,123
"12599",160,38,10.5672740301515,122
"12600",160,39,12.9011973221117,121
"12601",160,40,11.8986336292578,120
"12602",160,41,12.621357720014,119
"12603",160,42,10.6216284935701,118
"12604",160,43,10.1799974272777,117
"12605",160,44,9.89163451403503,116
"12606",160,45,11.1630459727631,115
"12607",160,46,12.4908130087469,114
"12608",160,47,10.141987874189,113
"12609",160,48,7.31362658616358,112
"12610",160,49,6.20747425576828,111
"12611",160,50,13.7145339635715,110
"12612",160,51,10.5665005182418,109
"12613",160,52,10.7144933263903,108
"12614",160,53,10.8148222784972,107
"12615",160,54,10.7972572980499,106
"12616",160,55,10.4988597125345,105
"12617",160,56,10.7586471523651,104
"12618",160,57,9.12867568136911,103
"12619",160,58,8.29359657058512,102
"12620",160,59,10.2407404599482,101
"12621",160,60,9.8619544289882,100
"12622",160,61,10.6265604630305,99
"12623",160,62,12.5726151328712,98
"12624",160,63,9.89639105815557,97
"12625",160,64,9.54188040004328,96
"12626",160,65,12.0229700814823,95
"12627",160,66,11.8287371981183,94
"12628",160,67,9.4597990097391,93
"12629",160,68,10.6746550389539,92
"12630",160,69,11.8858273346088,91
"12631",160,70,9.6684852266497,90
"12632",160,71,8.77153846249463,89
"12633",160,72,8.55279430580546,88
"12634",160,73,8.21038605498192,87
"12635",160,74,8.84238681273133,86
"12636",160,75,9.03333693488616,85
"12637",160,76,7.17902145655998,84
"12638",160,77,5.44200641382088,83
"12639",160,78,9.28233555723769,82
"12640",160,79,9.06116378770814,81
"12641",160,80,9.12380412714576,80
"12642",160,81,6.99644066099668,79
"12643",160,82,10.3773525341672,78
"12644",160,83,11.4668557003611,77
"12645",160,84,10.4513088494678,76
"12646",160,85,10.8317143750394,75
"12647",160,86,9.96096578201756,74
"12648",160,87,11.4843700919603,73
"12649",160,88,10.9682784048974,72
"12650",160,89,9.0035322583252,71
"12651",160,90,12.1187884266168,70
"12652",160,91,10.6327004051282,69
"12653",160,92,9.04170273762268,68
"12654",160,93,7.74535229127156,67
"12655",160,94,7.83454240406375,66
"12656",160,95,9.97659502146258,65
"12657",160,96,8.70138866273064,64
"12658",160,97,6.14915524160688,63
"12659",160,98,10.4996960252769,62
"12660",160,99,9.68970748722781,61
"12661",160,100,7.86323875690271,60
"12662",160,101,6.68787868918271,59
"12663",160,102,7.47443857197088,58
"12664",160,103,9.04309157247702,57
"12665",160,104,5.93616601672965,56
"12666",160,105,7.29572545850285,55
"12667",160,106,10.535213807891,54
"12668",160,107,8.13626490468966,53
"12669",160,108,4.87260362701709,52
"12670",160,109,5.52841153443242,51
"12671",160,110,4.93789434833053,50
"12672",160,111,8.76107405105116,49
"12673",160,112,9.73027944597788,48
"12674",160,113,8.66309743311279,47
"12675",160,114,5.8374466496756,46
"12676",160,115,5.11475733593353,45
"12677",160,116,6.28340878431663,44
"12678",160,117,7.14830192031681,43
"12679",160,118,6.28946115736432,42
"12680",160,119,6.54271309585854,41
"12681",160,120,6.76112750743514,40
"12682",160,121,7.3659061056628,39
"12683",160,122,5.51695072458167,38
"12684",160,123,6.49126672109082,37
"12685",160,124,9.73508079755653,36
"12686",160,125,8.33611629305542,35
"12687",160,126,6.20159288696119,34
"12688",160,127,4.67210987107771,33
"12689",160,128,5.64484848993246,32
"12690",160,129,4.60520058822574,31
"12691",160,130,5.15031408453148,30
"12692",160,131,4.88672032194847,29
"12693",160,132,5.88367641207138,28
"12694",160,133,7.0495294507799,27
"12695",160,134,7.14094823942712,26
"12696",160,135,5.98593581718537,25
"12697",160,136,5.45486453612876,24
"12698",160,137,7.36248500974391,23
"12699",160,138,6.79359756586963,22
"12700",160,139,6.68430535684148,21
"12701",160,140,5.40111754128708,20
"12702",160,141,4.07032367990731,19
"12703",160,142,4.49601050889278,18
"12704",160,143,5.68906572185552,17
"12705",160,144,4.61821035927672,16
"12706",160,145,3.4403778280769,15
"12707",160,146,3.20931621235488,14
"12708",160,147,3.89750746580504,13
"12709",160,148,4.70726675132626,12
"12710",160,149,5.0402961997788,11
"12711",160,150,2.56377317718383,10
"12712",160,151,1.53290699359671,9
"12713",160,152,2.12570805149569,8
"12714",160,153,5.64161281603154,7
"12715",160,154,5.81111465231903,6
"12716",160,155,3.99554202579471,5
"12717",160,156,3.21279523355265,4
"12718",160,157,2.9884780510832,3
"12719",160,158,2.49795066058584,2
"12720",160,159,1.0696836714515,1
"12721",161,1,7.64436361968882,160
"12722",161,2,8.22790763919194,159
"12723",161,3,11.6601769024327,158
"12724",161,4,9.08216204224979,157
"12725",161,5,10.1552900938799,156
"12726",161,6,9.59907757726718,155
"12727",161,7,9.86689161415355,154
"12728",161,8,11.7205398018392,153
"12729",161,9,14.4602317975392,152
"12730",161,10,11.7120281445683,151
"12731",161,11,9.88114897430964,150
"12732",161,12,11.8157625226352,149
"12733",161,13,12.8071162971702,148
"12734",161,14,9.78253005591626,147
"12735",161,15,9.02871673044567,146
"12736",161,16,9.77273802922852,145
"12737",161,17,10.5047466851729,144
"12738",161,18,10.1748313831298,143
"12739",161,19,8.99462902048865,142
"12740",161,20,9.13276654031499,141
"12741",161,21,13.4527045224701,140
"12742",161,22,12.8784534897379,139
"12743",161,23,13.2522438395447,138
"12744",161,24,11.3937982886001,137
"12745",161,25,8.54969499015835,136
"12746",161,26,12.6037764586141,135
"12747",161,27,9.49494854563387,134
"12748",161,28,10.0171686285364,133
"12749",161,29,9.10420928477411,132
"12750",161,30,9.70227461679007,131
"12751",161,31,9.80215732118608,130
"12752",161,32,10.9749850828195,129
"12753",161,33,10.7311546646219,128
"12754",161,34,12.244202820895,127
"12755",161,35,8.73328950786831,126
"12756",161,36,10.6240929368214,125
"12757",161,37,7.57671405230955,124
"12758",161,38,9.23482107894881,123
"12759",161,39,12.304423991883,122
"12760",161,40,11.3018602990291,121
"12761",161,41,12.0245843897853,120
"12762",161,42,9.7821971604874,119
"12763",161,43,9.58322409704907,118
"12764",161,44,9.29486118380637,117
"12765",161,45,10.5662726425345,116
"12766",161,46,11.8940396785182,115
"12767",161,47,9.54521454396033,114
"12768",161,48,6.71685325593492,113
"12769",161,49,5.61070092553963,112
"12770",161,50,13.1177606333428,111
"12771",161,51,9.9697271880131,110
"12772",161,52,9.62469837804167,109
"12773",161,53,10.0910522159713,108
"12774",161,54,9.95782596496715,107
"12775",161,55,9.40906476418585,106
"12776",161,56,9.6688522040164,105
"12777",161,57,8.53190235114046,104
"12778",161,58,6.96114361938239,103
"12779",161,59,9.15094551159949,102
"12780",161,60,9.26518109875954,101
"12781",161,61,10.0297871328018,100
"12782",161,62,11.9758418026425,99
"12783",161,63,8.8065961098069,98
"12784",161,64,8.45208545169461,97
"12785",161,65,10.9331751331337,96
"12786",161,66,11.2319638678896,95
"12787",161,67,8.62036767665638,94
"12788",161,68,9.58486009060523,93
"12789",161,69,11.2890540043802,92
"12790",161,70,8.57869027830103,91
"12791",161,71,7.82180968252505,90
"12792",161,72,7.9560209755768,89
"12793",161,73,7.3709547218992,88
"12794",161,74,7.75259186438266,87
"12795",161,75,7.94354198653749,86
"12796",161,76,6.11723436351837,85
"12797",161,77,4.84523308359223,84
"12798",161,78,8.68556222700903,83
"12799",161,79,8.46439045747948,82
"12800",161,80,8.03400917879709,81
"12801",161,81,5.90664571264801,80
"12802",161,82,9.28755758581854,79
"12803",161,83,10.3770607520125,78
"12804",161,84,9.8545355192391,77
"12805",161,85,10.2349410448108,76
"12806",161,86,9.36419245178891,75
"12807",161,87,10.8875967617316,74
"12808",161,88,10.3715050746688,73
"12809",161,89,7.91373730997653,72
"12810",161,90,11.0289934782681,71
"12811",161,91,9.54290545677949,70
"12812",161,92,7.95190778927401,69
"12813",161,93,7.14857896104291,68
"12814",161,94,7.2377690738351,67
"12815",161,95,8.88680007311391,66
"12816",161,96,8.10461533250198,65
"12817",161,97,5.08736814856527,64
"12818",161,98,9.40990107692827,63
"12819",161,99,8.35725453602507,62
"12820",161,100,6.69239307032987,61
"12821",161,101,5.59808374083404,60
"12822",161,102,6.38464362362221,59
"12823",161,103,7.95329662412835,58
"12824",161,104,5.09673468364693,57
"12825",161,105,6.20593051015418,56
"12826",161,106,9.44541885954235,55
"12827",161,107,7.539491574461,54
"12828",161,108,4.27583029678844,53
"12829",161,109,4.43861658608375,52
"12830",161,110,3.84809939998186,51
"12831",161,111,8.16430072082251,50
"12832",161,112,8.64048449762921,49
"12833",161,113,7.57330248476412,48
"12834",161,114,4.74765170132693,47
"12835",161,115,4.02496238758486,46
"12836",161,116,5.19361383596796,45
"12837",161,117,6.05850697196814,44
"12838",161,118,5.19966620901565,43
"12839",161,119,5.94593976562988,42
"12840",161,120,6.16435417720649,41
"12841",161,121,6.03345315446006,40
"12842",161,122,4.42715577623299,39
"12843",161,123,5.40147177274215,38
"12844",161,124,8.64528584920785,37
"12845",161,125,7.73934296282676,36
"12846",161,126,5.31348676703591,35
"12847",161,127,4.07533654084905,34
"12848",161,128,4.31239553872972,33
"12849",161,129,3.73390187066907,32
"12850",161,130,4.31088275144876,31
"12851",161,131,3.55426737074573,30
"12852",161,132,4.79388146372271,29
"12853",161,133,5.95973450243123,28
"12854",161,134,5.80849528822438,27
"12855",161,135,4.8961408688367,26
"12856",161,136,4.12241158492602,25
"12857",161,137,6.27269006139524,24
"12858",161,138,5.70380261752096,23
"12859",161,139,5.35185240563874,22
"12860",161,140,4.06866459008435,21
"12861",161,141,2.73787072870457,20
"12862",161,142,3.35744465740857,19
"12863",161,143,4.59927077350684,18
"12864",161,144,3.52841541092805,17
"12865",161,145,2.35058287972823,16
"12866",161,146,2.11952126400621,15
"12867",161,147,2.80771251745637,14
"12868",161,148,3.61747180297759,13
"12869",161,149,3.95050125143013,12
"12870",161,150,1.23132022598109,11
"12871",161,151,0.985513776457398,10
"12872",161,152,1.66403907297957,9
"12873",161,153,5.04483948580289,8
"12874",161,154,5.21434132209038,7
"12875",161,155,3.15611069271199,6
"12876",161,156,1.88034228234991,5
"12877",161,157,1.72325470935492,4
"12878",161,158,1.50339317701869,3
"12879",161,159,0.589669624824345,2
"12880",161,160,1.33245295120274,1
"12881",162,1,6.67635887660715,161
"12882",162,2,7.25990289611027,160
"12883",162,3,11.3588613046655,159
"12884",162,4,8.78084644448257,158
"12885",162,5,9.85397449611271,157
"12886",162,6,9.66961735615359,156
"12887",162,7,9.56557601638633,155
"12888",162,8,11.419224204072,154
"12889",162,9,14.158916199772,153
"12890",162,10,11.4107125468011,152
"12891",162,11,9.2849996078816,151
"12892",162,12,11.514446924868,150
"12893",162,13,12.505800699403,149
"12894",162,14,9.85306983480267,148
"12895",162,15,8.72740113267844,147
"12896",162,16,9.47142243146129,146
"12897",162,17,10.2034310874057,145
"12898",162,18,9.41686666288513,144
"12899",162,19,8.02662427740697,143
"12900",162,20,8.83145094254777,142
"12901",162,21,13.1513889247028,141
"12902",162,22,12.5771378919707,140
"12903",162,23,12.9509282417775,139
"12904",162,24,11.0924826908329,138
"12905",162,25,8.45946188094753,137
"12906",162,26,11.6357717155325,136
"12907",162,27,8.89879917920584,135
"12908",162,28,9.42101926210836,134
"12909",162,29,8.42116048555646,133
"12910",162,30,9.10612525036203,132
"12911",162,31,9.50084172341885,131
"12912",162,32,10.3788357163915,130
"12913",162,33,9.76314992154025,129
"12914",162,34,11.9428872231277,128
"12915",162,35,8.80382928675472,127
"12916",162,36,9.65608819373974,126
"12917",162,37,7.61484394036563,125
"12918",162,38,8.63867171252077,124
"12919",162,39,12.0031083941158,123
"12920",162,40,11.0005447012619,122
"12921",162,41,11.7232687920181,121
"12922",162,42,9.85273693937381,120
"12923",162,43,9.28190849928184,119
"12924",162,44,8.99354558603915,118
"12925",162,45,10.2649570447672,117
"12926",162,46,11.592724080751,116
"12927",162,47,9.2438989461931,115
"12928",162,48,6.4155376581677,114
"12929",162,49,5.30938532777241,113
"12930",162,50,12.8164450355756,112
"12931",162,51,9.66841159024588,111
"12932",162,52,9.32338278027445,110
"12933",162,53,9.78973661820405,109
"12934",162,54,10.0283657438536,108
"12935",162,55,8.44106002110418,107
"12936",162,56,8.70084746093474,106
"12937",162,57,8.23058675337324,105
"12938",162,58,6.36499425295435,104
"12939",162,59,8.18294076851782,103
"12940",162,60,8.96386550099232,102
"12941",162,61,9.72847153503458,101
"12942",162,62,11.6745262048753,100
"12943",162,63,8.43244395313505,99
"12944",162,64,7.48408070861294,98
"12945",162,65,9.96517039005199,97
"12946",162,66,10.9306482701224,96
"12947",162,67,8.69090745554279,95
"12948",162,68,8.61685534752356,94
"12949",162,69,10.9877384066129,93
"12950",162,70,7.67815717128793,92
"12951",162,71,7.52049408475783,91
"12952",162,72,7.65470537780958,90
"12953",162,73,7.44149450078561,89
"12954",162,74,6.78458712130099,88
"12955",162,75,6.97553724345582,87
"12956",162,76,5.81591876575115,86
"12957",162,77,4.54391748582501,85
"12958",162,78,8.38424662924181,84
"12959",162,79,8.16307485971226,83
"12960",162,80,7.06600443571542,82
"12961",162,81,5.34201862641311,81
"12962",162,82,8.31955284273687,80
"12963",162,83,9.40905600893078,79
"12964",162,84,9.55321992147188,78
"12965",162,85,9.93362544704356,77
"12966",162,86,9.06287685402169,76
"12967",162,87,10.5862811639644,75
"12968",162,88,10.0701894769015,74
"12969",162,89,7.05217048461483,73
"12970",162,90,10.0609887351865,72
"12971",162,91,8.57490071369782,71
"12972",162,92,6.99510349913079,70
"12973",162,93,6.84726336327568,69
"12974",162,94,6.93645347606788,68
"12975",162,95,8.08686935371839,67
"12976",162,96,7.80329973473476,66
"12977",162,97,4.78605255079805,65
"12978",162,98,8.4418963338466,64
"12979",162,99,7.76110516959704,63
"12980",162,100,5.93463643927194,62
"12981",162,101,4.63007899775237,61
"12982",162,102,5.41663888054054,60
"12983",162,103,6.98529188104668,59
"12984",162,104,5.16727446253334,58
"12985",162,105,5.23792576707251,57
"12986",162,106,8.47741411646068,56
"12987",162,107,7.23817597669378,55
"12988",162,108,3.97451469902121,54
"12989",162,109,3.47061184300208,53
"12990",162,110,3.42352503620416,52
"12991",162,111,7.86298512305529,51
"12992",162,112,7.67247975454754,50
"12993",162,113,6.60529774168244,49
"12994",162,114,3.77964695824526,48
"12995",162,115,3.05695764450319,47
"12996",162,116,4.22560909288629,46
"12997",162,117,5.09050222888647,45
"12998",162,118,4.23166146593398,44
"12999",162,119,5.64462416786266,43
"13000",162,120,5.86303857943927,42
"13001",162,121,5.43730378803202,41
"13002",162,122,3.45915103315132,40
"13003",162,123,4.43346702966048,39
"13004",162,124,7.67728110612618,38
"13005",162,125,7.43802736505954,37
"13006",162,126,5.01217116926868,36
"13007",162,127,3.77402094308183,35
"13008",162,128,4.02437291844504,34
"13009",162,129,3.43258627290185,33
"13010",162,130,4.38142253033517,32
"13011",162,131,3.24943734809243,31
"13012",162,132,3.82587672064104,30
"13013",162,133,4.99172975934957,29
"13014",162,134,5.21234592179634,28
"13015",162,135,3.97680298429721,27
"13016",162,136,3.52626221849798,26
"13017",162,137,5.30468531831357,25
"13018",162,138,4.73579787443929,24
"13019",162,139,4.75570303921071,23
"13020",162,140,3.47251522365631,22
"13021",162,141,2.51707771789435,21
"13022",162,142,2.567408191262,20
"13023",162,143,3.63126603042518,19
"13024",162,144,2.56041066784638,18
"13025",162,145,1.39862701517169,17
"13026",162,146,1.15151652092454,16
"13027",162,147,1.85090822731314,15
"13028",162,148,2.64946705989592,14
"13029",162,149,2.98249650834846,13
"13030",162,150,0.635170859553052,12
"13031",162,151,1.52772651089351,11
"13032",162,152,1.59349929409316,10
"13033",162,153,4.74352388803567,9
"13034",162,154,4.91302572432316,8
"13035",162,155,3.2266504715984,7
"13036",162,156,1.31220077122893,6
"13037",162,157,1.79379448824133,5
"13038",162,158,1.20207757925147,4
"13039",162,159,1.32797768417557,3
"13040",162,160,2.05779969143034,2
"13041",162,161,0.968004743081669,1
"13042",163,1,5.39988197923121,162
"13043",163,2,6.59914733658073,161
"13044",163,3,11.2561652874616,160
"13045",163,4,8.76323289349535,159
"13046",163,5,9.75127847890878,158
"13047",163,6,9.79366051902029,157
"13048",163,7,9.4628799991824,156
"13049",163,8,11.316528186868,155
"13050",163,9,14.0562201825681,154
"13051",163,10,11.3080165295972,153
"13052",163,11,8.98171792700674,152
"13053",163,12,11.4117509076641,151
"13054",163,13,12.4031046821991,150
"13055",163,14,9.97711299766938,149
"13056",163,15,8.770471590766,148
"13057",163,16,9.36872641425737,147
"13058",163,17,10.1007350702017,146
"13059",163,18,8.28594815161396,145
"13060",163,19,6.75203549153182,144
"13061",163,20,8.72875492534384,143
"13062",163,21,13.0486929074989,142
"13063",163,22,12.4744418747668,141
"13064",163,23,12.8482322245736,140
"13065",163,24,11.1260070574801,139
"13066",163,25,8.58350504381423,138
"13067",163,26,10.2781140241906,137
"13068",163,27,8.58024293105837,136
"13069",163,28,8.29010075083719,135
"13070",163,29,8.54520364842316,134
"13071",163,30,8.32134510643107,133
"13072",163,31,9.39814570621493,132
"13073",163,32,9.2479172051203,131
"13074",163,33,8.40549223019845,130
"13075",163,34,11.8401912059238,129
"13076",163,35,8.92787244962143,128
"13077",163,36,8.36314623946524,127
"13078",163,37,7.73888710323233,126
"13079",163,38,7.63661891669025,125
"13080",163,39,11.9004123769119,124
"13081",163,40,10.897848684058,123
"13082",163,41,11.6205727748142,122
"13083",163,42,9.97678010224052,121
"13084",163,43,9.17921248207792,120
"13085",163,44,8.89084956883523,119
"13086",163,45,10.1622610275633,118
"13087",163,46,11.4900280635471,117
"13088",163,47,9.14120292898918,116
"13089",163,48,6.31284164096378,115
"13090",163,49,5.20668931056848,114
"13091",163,50,12.7137490183717,113
"13092",163,51,9.56571557304196,112
"13093",163,52,9.22068676307052,111
"13094",163,53,9.68704060100013,110
"13095",163,54,10.1524089067203,109
"13096",163,55,7.76277097942371,108
"13097",163,56,7.82378735588207,107
"13098",163,57,8.12789073616931,106
"13099",163,58,6.14728241901858,105
"13100",163,59,6.82528307717602,104
"13101",163,60,8.86116948378839,103
"13102",163,61,9.62577551783065,102
"13103",163,62,11.5718301876714,101
"13104",163,63,8.32974793593112,100
"13105",163,64,6.12642301727114,99
"13106",163,65,8.60751269871019,98
"13107",163,66,10.8279522529185,97
"13108",163,67,8.81495061840949,96
"13109",163,68,7.25919765618176,95
"13110",163,69,10.885042389409,94
"13111",163,70,7.57546115408401,93
"13112",163,71,7.41779806755391,92
"13113",163,72,7.55200936060566,91
"13114",163,73,7.56553766365231,90
"13115",163,74,6.66751741359142,89
"13116",163,75,5.61787955211401,88
"13117",163,76,5.71322274854723,87
"13118",163,77,4.44122146862108,86
"13119",163,78,8.28155061203789,85
"13120",163,79,8.06037884250834,84
"13121",163,80,5.84987851823926,83
"13122",163,81,5.23932260920918,82
"13123",163,82,6.96189515139506,81
"13124",163,83,8.05139831758898,80
"13125",163,84,9.45052390426795,79
"13126",163,85,9.83092942983963,78
"13127",163,86,8.96018083681776,77
"13128",163,87,10.4835851467605,76
"13129",163,88,9.96749345969761,75
"13130",163,89,6.9494744674109,74
"13131",163,90,8.70333104384467,73
"13132",163,91,8.04641268784834,72
"13133",163,92,6.89240748192687,71
"13134",163,93,6.74456734607176,70
"13135",163,94,6.83375745886395,69
"13136",163,95,7.98417333651447,68
"13137",163,96,7.70060371753084,67
"13138",163,97,4.7160005247595,66
"13139",163,98,7.0842386425048,65
"13140",163,99,6.63018665832586,64
"13141",163,100,4.80371792800076,63
"13142",163,101,3.68872049419833,62
"13143",163,102,4.17663300577905,61
"13144",163,103,5.62763418970488,60
"13145",163,104,5.29131762540004,59
"13146",163,105,4.91112656964642,58
"13147",163,106,7.11975642511887,57
"13148",163,107,7.13547995948986,56
"13149",163,108,3.87181868181729,55
"13150",163,109,3.36220759058538,54
"13151",163,110,3.32082901900023,53
"13152",163,111,7.76028910585136,52
"13153",163,112,6.5613395952267,51
"13154",163,113,5.24764005034064,50
"13155",163,114,2.42198926690345,49
"13156",163,115,1.69929995316139,48
"13157",163,116,3.12006243707372,47
"13158",163,117,3.73284453754467,46
"13159",163,118,3.50709156109129,45
"13160",163,119,5.54192815065874,44
"13161",163,120,5.76034256223534,43
"13162",163,121,4.30638527676085,42
"13163",163,122,2.34240392440031,41
"13164",163,123,3.75931933192363,40
"13165",163,124,6.46529653259364,39
"13166",163,125,7.33533134785561,38
"13167",163,126,4.90947515206476,37
"13168",163,127,3.75240167525041,36
"13169",163,128,4.14841608131174,35
"13170",163,129,3.32989025569792,34
"13171",163,130,4.50546569320188,33
"13172",163,131,3.37348051095914,32
"13173",163,132,2.47382597872941,31
"13174",163,133,3.63407206800776,30
"13175",163,134,4.08142741052517,29
"13176",163,135,2.84588447302603,28
"13177",163,136,2.39534370722681,27
"13178",163,137,3.94702762697177,26
"13179",163,138,3.37814018309749,25
"13180",163,139,3.62478452793953,24
"13181",163,140,2.72257346335501,23
